episode,phase,scenario,status,delivered,dropped,hops,total_reward,control_overhead_ratio
731,train,low_load,ttl_exceeded,0,1,12,-16.512214522897686,0.01064
732,train,medium_load,delivered,1,0,5,-3.602169642677499,0.010752
733,train,hotspot_high_load,ttl_exceeded,0,1,12,-18.361199245387823,0.01064
734,train,frequent_break,ttl_exceeded,0,1,12,-18.550007199874592,0.01064
735,train,fault_links,ttl_exceeded,0,1,12,-17.321031041117458,0.01064
736,train,low_load,delivered,1,0,7,-6.3876900757664,0.010752
737,train,medium_load,delivered,1,0,7,-4.813641454490587,0.010752
738,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.76077290282535,0.01064
739,train,frequent_break,no_valid_action,0,1,6,-7.957072916503198,0.010752
740,train,fault_links,delivered,1,0,4,-1.361487234273559,0.010752
741,train,low_load,delivered,1,0,3,-1.7731645761218626,0.010752
742,train,medium_load,ttl_exceeded,0,1,12,-17.587812957849604,0.01064
743,train,hotspot_high_load,ttl_exceeded,0,1,12,-17.195588313839853,0.01064
744,train,frequent_break,no_valid_action,0,1,4,-4.685744210162721,0.010752
745,train,fault_links,delivered,1,0,5,-3.784019699415313,0.010752
746,train,low_load,ttl_exceeded,0,1,12,-16.955091271546177,0.01064
747,train,medium_load,delivered,1,0,9,-8.98119492427196,0.010752
748,train,hotspot_high_load,delivered,1,0,6,-4.249213757302309,0.010752
749,train,frequent_break,delivered,1,0,1,1.3708711561140938,0.010752
750,train,fault_links,delivered,1,0,11,-10.076184645301767,0.010690909090909091
751,train,low_load,ttl_exceeded,0,1,12,-16.325924718202515,0.01064
752,train,medium_load,delivered,1,0,10,-9.802789645782067,0.0107296
753,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.737454457659634,0.01064
754,train,frequent_break,delivered,1,0,7,-5.928365730600689,0.010752
755,train,fault_links,delivered,1,0,8,-6.9769161158512665,0.010752
756,train,low_load,delivered,1,0,7,-5.500268358177852,0.010752
757,train,medium_load,ttl_exceeded,0,1,12,-16.353792863988502,0.01064
758,train,hotspot_high_load,delivered,1,0,3,-1.120854355016994,0.010752
759,train,frequent_break,delivered,1,0,5,-4.0205132703524935,0.010752
760,train,fault_links,ttl_exceeded,0,1,12,-14.881705365625471,0.01064
761,train,low_load,ttl_exceeded,0,1,12,-16.679737782228614,0.01064
762,train,medium_load,delivered,1,0,4,-2.2680817858581452,0.010752
763,train,hotspot_high_load,ttl_exceeded,0,1,12,-15.272127427004513,0.01064
764,train,frequent_break,delivered,1,0,1,1.3533932041307901,0.010752
765,train,fault_links,delivered,1,0,8,-7.858147775024763,0.010752
766,train,low_load,delivered,1,0,10,-10.363704378991605,0.0107296
767,train,medium_load,delivered,1,0,3,-2.082655656313187,0.010752
768,train,hotspot_high_load,no_valid_action,0,1,10,-12.877077270267069,0.0107296
769,train,frequent_break,delivered,1,0,8,-7.7583320014815556,0.010752
770,train,fault_links,delivered,1,0,4,-2.8945694598077165,0.010752
771,train,low_load,delivered,1,0,3,-0.8967542166409586,0.010752
772,train,medium_load,no_valid_action,0,1,9,-9.726472240631859,0.010752
773,train,hotspot_high_load,delivered,1,0,6,-5.798527889248106,0.010752
774,train,frequent_break,no_valid_action,0,1,5,-6.091343114899654,0.010752
775,train,fault_links,no_valid_action,0,1,4,-5.014080390000157,0.010752
776,train,low_load,delivered,1,0,7,-6.977482283192782,0.010752
777,train,medium_load,delivered,1,0,1,1.3533932041307901,0.010752
778,train,hotspot_high_load,delivered,1,0,4,-2.568804413052181,0.010752
779,train,frequent_break,delivered,1,0,12,-10.509382944242562,0.01064
780,train,fault_links,ttl_exceeded,0,1,12,-16.162651078846743,0.01064
781,train,low_load,delivered,1,0,8,-8.022476585778413,0.010752
782,train,medium_load,delivered,1,0,6,-4.780535978771367,0.010752
783,train,hotspot_high_load,delivered,1,0,7,-6.205502976010832,0.010752
784,train,frequent_break,delivered,1,0,1,1.3533932041307901,0.010752
785,train,fault_links,ttl_exceeded,0,1,12,-16.280181365599304,0.01064
786,train,low_load,delivered,1,0,11,-11.341856146416848,0.010690909090909091
787,train,medium_load,ttl_exceeded,0,1,12,-15.120159486426978,0.01064
788,train,hotspot_high_load,delivered,1,0,4,-3.2589962996761264,0.010752
789,train,frequent_break,delivered,1,0,7,-5.802856786926814,0.010752
790,train,fault_links,delivered,1,0,7,-5.618096164470369,0.010752
791,train,low_load,delivered,1,0,4,-2.700738220338666,0.010752
792,train,medium_load,delivered,1,0,10,-9.602605295425965,0.0107296
793,train,hotspot_high_load,ttl_exceeded,0,1,12,-16.38123306528044,0.01064
794,train,frequent_break,no_valid_action,0,1,9,-11.331192791171146,0.010752
795,train,fault_links,delivered,1,0,8,-7.194558858480886,0.010752
796,train,low_load,ttl_exceeded,0,1,12,-17.35825811033991,0.01064
797,train,medium_load,delivered,1,0,1,0.8223459361568148,0.010752
798,train,hotspot_high_load,delivered,1,0,7,-5.229149155121059,0.010752
799,train,frequent_break,delivered,1,0,2,0.5163524084190356,0.010752
800,train,fault_links,delivered,1,0,11,-10.8982127705705,0.010690909090909091
800,eval,low_load,delivered,1,0,11,-10.813178709779622,0.010690909090909091
800,eval,medium_load,delivered,1,0,5,-3.61476823307728,0.010752
800,eval,hotspot_high_load,delivered,1,0,5,-3.61476823307728,0.010752
800,eval,frequent_break,no_valid_action,0,1,2,-2.6598867162319335,0.010752
800,eval,fault_links,delivered,1,0,5,-3.61476823307728,0.010752
