load_point,policy,metric,n,mean,ci95_low,ci95_high
exo6,global_dijkstra,average_delay_slots,15,6.383291913593795,6.194901455507194,6.564682692105873
exo6,global_dijkstra,p95_delay_slots,15,12.676666666666666,11.943333333333332,13.486666666666666
exo6,global_dijkstra,mean_queue_packets,15,1.4157407407407407,1.3711111111111114,1.4572222222222222
exo6,mappo,delivery_ratio,120,0.7345486111111111,0.7303819444444444,0.7387586805555555
exo6,mappo,drop_rate,120,0.021267361111111112,0.01892361111111111,0.023697916666666666
exo6,mappo,throughput_packets_per_slot,120,4.7011111111111115,4.674444444444444,4.728055555555556
exo6,mappo,average_delay_slots,120,6.036536630524732,5.976172919094387,6.097094338403349
exo6,mappo,p95_delay_slots,120,11.066249999999998,10.919156249999997,11.209999999999999
exo6,mappo,mean_queue_packets,120,1.3667708333333333,1.3533561921296295,1.3801741898148148
exo8,full_heuristic,delivery_ratio,15,0.26953125,0.25859375,0.28125
exo8,full_heuristic,drop_rate,15,0.1890625,0.17681640625,0.20260416666666667
exo8,full_heuristic,throughput_packets_per_slot,15,2.3000000000000003,2.2066666666666666,2.4000000000000004
exo8,full_heuristic,average_delay_slots,15,8.855274289837721,8.665720644186313,9.054908744521994
exo8,full_heuristic,p95_delay_slots,15,19.14666666666666,18.186666666666664,20.220083333333324
exo8,full_heuristic,mean_queue_packets,15,3.535555555555556,3.480738425925926,3.5877777777777777
exo8,global_dijkstra,delivery_ratio,15,0.5953125,0.5830729166666667,0.60859375
exo8,global_dijkstra,drop_rate,15,0.058854166666666666,0.050520833333333334,0.0671875
exo8,global_dijkstra,throughput_packets_per_slot,15,5.08,4.975555555555555,5.1933333333333325
exo8,global_dijkstra,average_delay_slots,15,7.558823381460193,7.432086787443766,7.679104926183978
exo8,global_dijkstra,p95_delay_slots,15,15.876666666666665,15.259999999999998,16.47675
exo8,global_dijkstra,mean_queue_packets,15,2.371111111111111,2.3212962962962966,2.4162060185185186
exo8,mappo,delivery_ratio,120,0.6134765625,0.6084635416666667,0.6185872395833333
exo8,mappo,drop_rate,120,0.04446614583333333,0.04228515625,0.04677734375
exo8,mappo,throughput_packets_per_slot,120,5.235,5.192222222222223,5.278611111111112
exo8,mappo,average_delay_slots,120,7.252702900889689,7.196698838547393,7.309449207014572
exo8,mappo,p95_delay_slots,120,13.297499999999998,13.128333333333332,13.474583333333332
exo8,mappo,mean_queue_packets,120,2.306215277777777,2.286445601851852,2.3262158564814817
exo10,full_heuristic,delivery_ratio,15,0.22604166666666667,0.21604166666666663,0.23500000000000001
exo10,full_heuristic,drop_rate,15,0.20395833333333332,0.19520312499999995,0.21312499999999998
exo10,full_heuristic,throughput_packets_per_slot,15,2.411111111111111,2.304444444444444,2.506666666666667
exo10,full_heuristic,average_delay_slots,15,9.658167129112035,9.291731626654842,10.027884861805164
exo10,full_heuristic,p95_delay_slots,15,20.479999999999997,19.516583333333326,21.46341666666666
exo10,full_heuristic,mean_queue_packets,15,4.676203703703703,4.611666666666666,4.738708333333333
exo10,global_dijkstra,delivery_ratio,15,0.5110416666666666,0.4985416666666667,0.5237499999999999
exo10,global_dijkstra,drop_rate,15,0.09208333333333334,0.085,0.09875520833333329
exo10,global_dijkstra,throughput_packets_per_slot,15,5.4511111111111115,5.317777777777779,5.586666666666665
exo10,global_dijkstra,average_delay_slots,15,8.428779737593961,8.26968931257269,8.588732765975232
exo10,global_dijkstra,p95_delay_slots,15,18.64333333333333,18.169999999999998,19.16
exo10,global_dijkstra,mean_queue_packets,15,3.4123148148148146,3.351756944444445,3.4696342592592595
exo10,mappo,delivery_ratio,120,0.5103125,0.5055983072916667,0.5149479166666666
exo10,mappo,drop_rate,120,0.08390625,0.08119791666666668,0.08669335937499999
exo10,mappo,throughput_packets_per_slot,120,5.443333333333333,5.393048611111112,5.4927777777777775
exo10,mappo,average_delay_slots,120,8.454397653218704,8.388622233511056,8.517246190925311
exo10,mappo,p95_delay_slots,120,15.844583333333333,15.677083333333334,16.013770833333336
exo10,mappo,mean_queue_packets,120,3.4102083333333337,3.386214988425926,3.4342939814814817
exo14,full_heuristic,delivery_ratio,15,0.16921921921921923,0.16336336336336338,0.1752252252252252
exo14,full_heuristic,drop_rate,15,0.22237237237237242,0.210960960960961,0.2352852852852853
exo14,full_heuristic,throughput_packets_per_slot,15,2.5044444444444447,2.417777777777778,2.5933333333333333
exo14,full_heuristic,average_delay_slots,15,9.565143714302133,9.329892055920517,9.823933909941717
exo14,full_heuristic,p95_delay_slots,15,20.719999999999995,19.980000000000004,21.546750000000003
exo14,full_heuristic,mean_queue_packets,15,6.782500000000001,6.729814814814815,6.831759259259259
exo14,global_dijkstra,delivery_ratio,15,0.37912912912912916,0.3735698198198198,0.38513513513513514
exo14,global_dijkstra,drop_rate,15,0.13258258258258257,0.1235735735735736,0.14309309309309312
exo14,global_dijkstra,throughput_packets_per_slot,15,5.611111111111112,5.528833333333332,5.7
exo14,global_dijkstra,average_delay_slots,15,9.43043301464423,9.22022226985544,9.654029529398697
exo14,global_dijkstra,p95_delay_slots,15,19.766666666666662,19.356583333333333,20.166666666666664
exo14,global_dijkstra,mean_queue_packets,15,5.476944444444444,5.4057361111111115,5.553796296296296
exo14,mappo,delivery_ratio,120,0.37038288288288285,0.36674127252252253,0.37413710585585586
exo14,mappo,drop_rate,120,0.13385885885885884,0.13018018018018018,0.137743993993994
exo14,mappo,throughput_packets_per_slot,120,5.4816666666666665,5.427770833333334,5.537229166666667
exo14,mappo,average_delay_slots,120,9.573901584589377,9.508461894070003,9.641648568545595
exo14,mappo,p95_delay_slots,120,18.843749999999996,18.68540625,19.007916666666667
exo14,mappo,mean_queue_packets,120,5.5124768518518525,5.4879968171296305,5.537349537037037
exo20,full_heuristic,delivery_ratio,15,0.12638888888888888,0.12158119658119658,0.1313034188034188
exo20,full_heuristic,drop_rate,15,0.24188034188034185,0.23557692307692307,0.2482905982905983
exo20,full_heuristic,throughput_packets_per_slot,15,2.628888888888889,2.5288888888888885,2.731111111111111
exo20,full_heuristic,average_delay_slots,15,10.430924680517391,10.144730875289449,10.734813040895041
exo20,full_heuristic,p95_delay_slots,15,21.48,20.766666666666662,22.250083333333333
exo20,full_heuristic,mean_queue_packets,15,9.873333333333335,9.801386574074073,9.950189814814813
exo20,global_dijkstra,delivery_ratio,15,0.25844017094017085,0.2530982905982906,0.263571047008547
exo20,global_dijkstra,drop_rate,15,0.1827991452991453,0.1747863247863248,0.19006410256410258
exo20,global_dijkstra,throughput_packets_per_slot,15,5.375555555555555,5.264444444444445,5.482277777777777
exo20,global_dijkstra,average_delay_slots,15,10.478977885650908,10.234976763808156,10.725023867791458
exo20,global_dijkstra,p95_delay_slots,15,21.476666666666667,20.869916666666665,22.116666666666667
exo20,global_dijkstra,mean_queue_packets,15,8.723703703703704,8.635645833333333,8.813611111111111
exo20,mappo,delivery_ratio,120,0.248571047008547,0.2466212606837607,0.25049412393162396
exo20,mappo,drop_rate,120,0.18513621794871796,0.18235810630341875,0.18791399572649575
exo20,mappo,throughput_packets_per_slot,120,5.170277777777779,5.129722222222223,5.210277777777778
exo20,mappo,average_delay_slots,120,10.693414654197653,10.630205169442881,10.757395311712772
exo20,mappo,p95_delay_slots,120,21.31583333333333,21.164166666666667,21.47458333333333
exo20,mappo,mean_queue_packets,120,8.780011574074075,8.756017939814814,8.8046796875
exo28,full_heuristic,delivery_ratio,15,0.11057347670250896,0.10600358422939066,0.11514336917562723
exo28,full_heuristic,drop_rate,15,0.24193548387096772,0.2368257168458781,0.24713261648745513
exo28,full_heuristic,throughput_packets_per_slot,15,2.7422222222222223,2.6288888888888886,2.8555555555555556
exo28,full_heuristic,average_delay_slots,15,10.886697189633763,10.607552480648852,11.195409602986519
exo28,full_heuristic,p95_delay_slots,15,22.68,22.04,23.339999999999993
exo28,full_heuristic,mean_queue_packets,15,11.882962962962965,11.803050925925927,11.973703703703704
exo28,global_dijkstra,delivery_ratio,15,0.21487455197132613,0.21191756272401432,0.21765232974910395
exo28,global_dijkstra,drop_rate,15,0.1924731182795699,0.18736559139784947,0.19704301075268818
exo28,global_dijkstra,throughput_packets_per_slot,15,5.328888888888889,5.2555555555555555,5.397777777777779
exo28,global_dijkstra,average_delay_slots,15,11.040346284336978,10.778539378815223,11.297358909102456
exo28,global_dijkstra,p95_delay_slots,15,22.439999999999994,21.986666666666665,22.893499999999996
exo28,global_dijkstra,mean_queue_packets,15,10.82037037037037,10.750180555555556,10.890099537037036
exo28,mappo,delivery_ratio,120,0.20821012544802867,0.2069108422939068,0.2095206093189964
exo28,mappo,drop_rate,120,0.19456765232974912,0.19301075268817205,0.1961360327060932
exo28,mappo,throughput_packets_per_slot,120,5.163611111111111,5.13138888888889,5.196111111111111
exo28,mappo,average_delay_slots,120,11.120197686713478,11.043852257034276,11.19820361185426
exo28,mappo,p95_delay_slots,120,22.26708333333333,22.099166666666665,22.439166666666665
exo28,mappo,mean_queue_packets,120,10.851909722222222,10.824154224537036,10.879861689814813
