scenario,reference,baseline,metric,n_paired_workloads,sigma_d_paired,observed_diff_ref_minus_base,mde_abs,mde_rel_to_baseline,alpha,power,wilcoxon_p,is_null_at_alpha,observed_below_mde
low_load,mappo,ospf_ecmp,average_delay_slots,50,0.14706129166867135,0.10215635208606859,0.05826626923364991,0.014883658963065555,0.05,0.8,9.979758868183808e-07,False,False
low_load,mappo,ospf_ecmp,p95_delay_slots,50,0.5955778792098323,0.3262499999999995,0.23597032683372615,0.03688188915813163,0.05,0.8,0.00016355107313269056,False,False
low_load,mappo,ospf_ecmp,mean_queue_packets,50,0.013701124600654384,0.011038194444444442,0.005428440113147586,0.020712649080372344,0.05,0.8,1.3218949687259989e-06,False,False
low_load,mappo,ospf_ecmp,routing_switches,50,1.9680872305207349,-0.79,0.7797639960023449,0.3069936992135216,0.05,0.8,0.009995978155091291,False,False
low_load,mappo,q_routing,delivery_ratio,50,0.06511542637494712,0.2623863636363637,0.025798991164680655,0.04030615260667352,0.05,0.8,7.546683182364461e-10,False,False
low_load,mappo,q_routing,drop_rate,50,0.031475091684148464,-0.09992424242424242,0.012470556632633571,0.12077134816637063,0.05,0.8,7.527930751217349e-10,False,False
low_load,mappo,q_routing,throughput_packets_per_slot,50,0.14325393802488356,0.5772499999999999,0.0567577805622974,0.0403061526066735,0.05,0.8,7.546683182364461e-10,False,False
low_load,mappo,q_routing,average_delay_slots,50,0.5814167144582403,-2.8045103298579743,0.23035961698128368,0.03376990029685155,0.05,0.8,1.7763568394002505e-15,False,False
low_load,mappo,q_routing,p95_delay_slots,50,1.488815985574799,-6.897875,0.589874820699287,0.043302702089379384,0.05,0.8,7.555220876380673e-10,False,False
low_load,mappo,q_routing,mean_queue_packets,50,0.048686464211789196,-0.3201805555555556,0.019289770949311554,0.032512562303736316,0.05,0.8,1.7763568394002505e-15,False,False
low_load,mappo,q_routing,routing_switches,50,8.845939054453295,-24.05,3.504796270472542,0.13584481668498224,0.05,0.8,7.548390027588035e-10,False,False
low_load,mappo,random,delivery_ratio,50,0.06916275607526615,0.5860984848484848,0.027402559305013896,0.08661728515952669,0.05,0.8,7.544976683806673e-10,False,False
